Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Class Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Class Revenue
International,4/4/23,85,2321154,YYZ,El Paso International Airport,4347,ELP,3586,1065,8:25 AM,219,4,false,1449,2,2:04 PM,4/4/23,Texas,United States,3.5,Toronto,true,Ontario,Canada,4.0,true,57452,141,1154,13,Toronto Pearson International Airport,43,El Paso,13274,0,16,0,0,57440,0
International,4/4/23,90,2331155,YYZ,El Paso International Airport,4347,ELP,5205,1313,12:10 PM,219,4,false,1449,2,5:49 PM,4/4/23,Texas,United States,3.5,Toronto,true,Ontario,Canada,4.0,true,57452,152,1155,14,Toronto Pearson International Airport,48,El Paso,9369,0,2,3,0,10418,3951
International,4/4/23,80,2341156,ELP,Toronto Pearson International Airport,4347,YYZ,5145,1033,5:30 AM,219,4,true,1449,-2,7:09 AM,4/4/23,Ontario,Canada,4.0,El Paso,true,Texas,United States,3.5,false,64960,139,1156,9,El Paso International Airport,50,Toronto,7371,0,12,8,0,61788,8296
International,4/4/23,74,2351157,ELP,Toronto Pearson International Airport,4347,YYZ,5365,787,8:25 AM,219,4,true,1449,-2,10:04 AM,4/4/23,Ontario,Canada,4.0,El Paso,true,Texas,United States,3.5,false,64960,138,1157,11,El Paso International Airport,53,Toronto,6158,0,5,14,0,26845,11074
International,4/4/23,86,2361158,ELP,Toronto Pearson International Airport,4347,YYZ,3880,1214,12:10 PM,219,4,true,1449,-2,1:49 PM,4/4/23,Ontario,Canada,4.0,El Paso,true,Texas,United States,3.5,false,64960,132,1158,9,El Paso International Airport,37,Toronto,6115,0,4,16,0,15536,19488
International,4/5/23,80,2371159,CDG,El Paso International Airport,13986,ELP,5043,1182,5:30 AM,639,12,false,4662,8,12:09 AM,4/4/23,Texas,United States,3.5,Paris,true,Ill de France,France,5.0,true,67763,137,1159,14,Paris Charles de Gaulle Airport,43,El Paso,9049,0,2,8,0,10110,9552
International,4/5/23,82,2381160,CDG,El Paso International Airport,13986,ELP,5240,1289,8:25 AM,639,12,false,4662,8,3:04 AM,4/4/23,Texas,United States,3.5,Paris,true,Ill de France,France,5.0,true,67763,144,1160,12,Paris Charles de Gaulle Airport,50,El Paso,6983,0,0,10,0,0,13010
International,4/5/23,76,2301161,CDG,El Paso International Airport,13986,ELP,3784,651,12:10 PM,639,12,false,4662,8,6:49 AM,4/4/23,Texas,United States,3.5,Paris,true,Ill de France,France,5.0,true,67763,140,1161,15,Paris Charles de Gaulle Airport,49,El Paso,4055,0,3,12,0,11388,7956
International,4/4/23,96,2311162,ELP,Paris Charles de Gaulle Airport,13986,CDG,4798,1111,5:30 AM,639,12,true,4662,-8,8:09 AM,4/4/23,Ill de France,France,5.0,El Paso,true,Texas,United States,3.5,false,54532,152,1162,15,El Paso International Airport,41,Paris,8099,0,9,5,0,43290,5615
International,4/4/23,88,2321163,ELP,Paris Charles de Gaulle Airport,13986,CDG,3972,1029,8:25 AM,639,12,true,4662,-8,11:04 AM,4/4/23,Ill de France,France,5.0,El Paso,true,Texas,United States,3.5,false,54532,157,1163,10,El Paso International Airport,59,Paris,9152,0,1,16,0,3984,16656
International,4/4/23,94,2331164,ELP,Paris Charles de Gaulle Airport,13986,CDG,3882,792,12:10 PM,639,12,true,4662,-8,2:49 PM,4/4/23,Ill de France,France,5.0,El Paso,true,Texas,United States,3.5,false,54532,143,1164,9,El Paso International Airport,40,Paris,8499,0,0,1,0,0,804
International,4/5/23,87,2341165,HND,El Paso International Airport,15966,ELP,5138,591,5:30 AM,725,14,false,5322,16,9:35 AM,4/4/23,Texas,United States,3.5,Tokyo,true,Honshu,Japan,6.0,true,75881,157,1165,9,Tokyo Haneda Airport,61,El Paso,10102,0,0,6,0,0,3630
International,4/5/23,81,2351166,HND,El Paso International Airport,15966,ELP,4899,1078,8:25 AM,725,14,false,5322,16,12:30 PM,4/4/23,Texas,United States,3.5,Tokyo,true,Honshu,Japan,6.0,true,75881,138,1166,10,Tokyo Haneda Airport,47,El Paso,7904,0,0,17,0,0,18564
International,4/5/23,89,2361167,HND,El Paso International Airport,15966,ELP,3914,1118,12:10 PM,725,14,false,5322,16,4:15 PM,4/4/23,Texas,United States,3.5,Tokyo,true,Honshu,Japan,6.0,true,75881,159,1167,15,Tokyo Haneda Airport,55,El Paso,8771,0,4,7,0,15712,7924
International,4/4/23,81,2371168,ELP,Tokyo Haneda Airport,15966,HND,4340,906,5:30 AM,725,14,true,5322,-16,1:35 AM,4/4/23,Honshu,Japan,6.0,El Paso,true,Texas,United States,3.5,false,51367,136,1168,13,El Paso International Airport,42,Tokyo,11848,0,6,14,0,26124,12880
International,4/4/23,100,2381169,ELP,Tokyo Haneda Airport,15966,HND,3859,1413,8:25 AM,725,14,true,5322,-16,4:30 AM,4/4/23,Honshu,Japan,6.0,El Paso,true,Texas,United States,3.5,false,51367,161,1169,11,El Paso International Airport,50,Tokyo,9898,0,9,0,0,34857,0
International,4/4/23,100,2301170,ELP,Tokyo Haneda Airport,15966,HND,3884,1291,12:10 PM,725,14,true,5322,-16,8:15 AM,4/4/23,Honshu,Japan,6.0,El Paso,true,Texas,United States,3.5,false,51367,161,1170,11,El Paso International Airport,50,Tokyo,8039,0,0,2,0,0,2610
Domestic,4/5/23,88,2311171,DFW,El Paso International Airport,1102,ELP,1153,524,5:30 AM,94,0,false,551,1,8:04 AM,4/5/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,130,1171,6,Dallas/Ft. Worth International Airport,36,El Paso,2388,3,22,16,7164,25366,8384
Domestic,4/5/23,82,2321172,DFW,El Paso International Airport,1102,ELP,859,367,8:25 AM,94,0,false,551,1,10:59 AM,4/5/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,135,1172,5,Dallas/Ft. Worth International Airport,48,El Paso,2286,4,2,11,9144,1718,4037
Domestic,4/5/23,83,2331173,DFW,El Paso International Airport,1102,ELP,974,192,12:10 PM,94,0,false,551,1,2:44 PM,4/5/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,120,1173,1,Dallas/Ft. Worth International Airport,36,El Paso,1248,13,8,18,16224,7792,3456
Domestic,4/5/23,93,2341174,ELP,Dallas/Ft. Worth International Airport,1102,DFW,750,417,5:30 AM,94,0,true,551,-1,6:04 AM,4/5/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,155,1174,7,El Paso International Airport,55,Dallas,1430,1,7,11,1430,5250,4587
Domestic,4/5/23,86,2351175,ELP,Dallas/Ft. Worth International Airport,1102,DFW,858,178,8:25 AM,94,0,true,551,-1,8:59 AM,4/5/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,142,1175,13,El Paso International Airport,43,Dallas,3204,0,4,13,0,3432,2314
Domestic,4/5/23,84,2361176,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1040,395,12:10 PM,94,0,true,551,-1,12:44 PM,4/5/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,148,1176,11,El Paso International Airport,53,Dallas,2215,0,3,19,0,3120,7505
Domestic,4/5/23,65,2371177,LAX,El Paso International Airport,1428,ELP,604,125,5:30 AM,113,0,false,714,-1,6:23 AM,4/5/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,102,1177,15,Los Angeles International Airport,22,El Paso,1770,0,21,33,0,12684,4125
Domestic,4/5/23,79,2381178,LAX,El Paso International Airport,1428,ELP,855,140,8:25 AM,113,0,false,714,-1,9:18 AM,4/5/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,126,1178,8,Los Angeles International Airport,39,El Paso,1316,0,14,6,0,11970,840
Domestic,4/5/23,79,2301179,LAX,El Paso International Airport,1428,ELP,773,182,12:10 PM,113,0,false,714,-1,1:03 PM,4/5/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,148,1179,12,Los Angeles International Airport,57,El Paso,2243,2,1,21,4486,773,3822
Domestic,4/5/23,69,2311180,ELP,Los Angeles International Airport,1428,LAX,919,223,5:30 AM,113,0,true,714,1,8:23 AM,4/5/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,112,1180,5,El Paso International Airport,38,Los Angeles,2351,3,3,22,7053,2757,4906
Domestic,4/5/23,97,2321181,ELP,Los Angeles International Airport,1428,LAX,1143,487,8:25 AM,113,0,true,714,1,11:18 AM,4/5/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,151,1181,12,El Paso International Airport,42,Los Angeles,2916,0,6,5,0,6858,2435
Domestic,4/5/23,84,2331182,ELP,Los Angeles International Airport,1428,LAX,678,441,12:10 PM,113,0,true,714,1,3:03 PM,4/5/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,120,1182,12,El Paso International Airport,24,Los Angeles,1593,0,23,5,0,15594,2205
Domestic,4/5/23,94,2341183,ORD,El Paso International Airport,2470,ELP,1138,431,5:30 AM,176,0,false,1235,1,9:26 AM,4/5/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,153,1183,10,Chicago International Airport,49,El Paso,2742,0,4,3,0,4552,1293
Domestic,4/5/23,81,2351184,ORD,El Paso International Airport,2470,ELP,767,379,8:25 AM,176,0,false,1235,1,12:21 PM,4/5/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,132,1184,10,Chicago International Airport,41,El Paso,3133,0,12,14,0,9204,5306
Domestic,4/5/23,77,2361185,ORD,El Paso International Airport,2470,ELP,555,181,12:10 PM,176,0,false,1235,1,4:06 PM,4/5/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,117,1185,8,Chicago International Airport,32,El Paso,2524,0,9,18,0,4995,3258
Domestic,4/5/23,89,2371186,ELP,Chicago International Airport,2470,ORD,698,500,5:30 AM,176,0,true,1235,-1,7:26 AM,4/5/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,136,1186,14,El Paso International Airport,33,Chicago,2776,1,12,7,2776,8376,3500
Domestic,4/5/23,75,2381187,ELP,Chicago International Airport,2470,ORD,836,148,8:25 AM,176,0,true,1235,-1,10:21 AM,4/5/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,146,1187,13,El Paso International Airport,58,Chicago,2184,0,1,29,0,836,4292
Domestic,4/5/23,76,2301188,ELP,Chicago International Airport,2470,ORD,991,228,12:10 PM,176,0,true,1235,-1,2:06 PM,4/5/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,138,1188,12,El Paso International Airport,50,Chicago,2774,0,8,16,0,7928,3648
Domestic,4/5/23,73,2311189,ATL,El Paso International Airport,2560,ELP,931,136,5:30 AM,181,0,false,1280,2,10:31 AM,4/5/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,121,1189,2,Hartsfield-Jackson Atlanta International Airport,46,El Paso,1771,6,8,21,10626,7448,2856
Domestic,4/5/23,80,2321190,ATL,El Paso International Airport,2560,ELP,610,538,8:25 AM,181,0,false,1280,2,1:26 PM,4/5/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,109,1190,4,Hartsfield-Jackson Atlanta International Airport,25,El Paso,2801,5,15,7,14005,9150,3766
Domestic,4/5/23,82,2331191,ATL,El Paso International Airport,2560,ELP,1138,397,12:10 PM,181,0,false,1280,2,5:11 PM,4/5/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,135,1191,11,Hartsfield-Jackson Atlanta International Airport,42,El Paso,1691,4,11,3,6764,12518,1191
Domestic,4/5/23,87,2341192,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1091,500,5:30 AM,181,0,true,1280,-2,6:31 AM,4/5/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,150,1192,8,El Paso International Airport,55,Atlanta,2120,3,1,5,6360,1091,2500
Domestic,4/5/23,70,2351193,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1046,166,8:25 AM,181,0,true,1280,-2,9:26 AM,4/5/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,119,1193,9,El Paso International Airport,40,Atlanta,2392,0,0,27,0,0,4482
Domestic,4/5/23,71,2361194,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,726,177,12:10 PM,181,0,true,1280,-2,1:11 PM,4/5/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,121,1194,9,El Paso International Airport,41,Atlanta,1870,0,12,31,0,8712,5487
Domestic,4/5/23,94,2371195,JFK,El Paso International Airport,3806,ELP,763,365,5:30 AM,256,0,false,1903,2,11:46 AM,4/5/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,143,1195,14,John F. Kennedy International Airport,35,El Paso,2812,0,6,7,0,4578,2555
Domestic,4/5/23,78,2381196,JFK,El Paso International Airport,3806,ELP,955,339,8:25 AM,256,0,false,1903,2,2:41 PM,4/5/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,131,1196,13,John F. Kennedy International Airport,40,El Paso,1919,1,6,17,1919,5730,5763
Domestic,4/5/23,72,2301197,JFK,El Paso International Airport,3806,ELP,1006,448,12:10 PM,256,0,false,1903,2,6:26 PM,4/5/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,145,1197,14,John F. Kennedy International Airport,59,El Paso,3436,0,0,15,0,0,6720
Domestic,4/5/23,89,2311198,ELP,John F. Kennedy International Airport,3806,JFK,1178,400,5:30 AM,256,0,true,1903,-2,7:46 AM,4/5/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,146,1198,13,El Paso International Airport,44,New York,2889,0,15,12,0,17670,4800
Domestic,4/5/23,87,2321199,ELP,John F. Kennedy International Airport,3806,JFK,766,357,8:25 AM,256,0,true,1903,-2,10:41 AM,4/5/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,143,1199,10,El Paso International Airport,46,New York,2704,2,0,16,5408,0,5712
Domestic,4/5/23,67,2331200,ELP,John F. Kennedy International Airport,3806,JFK,928,299,12:10 PM,256,0,true,1903,-2,2:26 PM,4/5/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,114,1200,8,El Paso International Airport,39,New York,2469,5,15,22,12345,13920,6578
Domestic,4/5/23,78,2341201,BOS,El Paso International Airport,4128,ELP,1027,273,5:30 AM,275,0,false,2064,2,12:05 PM,4/5/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,131,1201,14,Boston Logan International Airport,39,El Paso,2109,0,14,16,0,14378,4368
Domestic,4/5/23,87,2351202,BOS,El Paso International Airport,4128,ELP,853,191,8:25 AM,275,0,false,2064,2,3:00 PM,4/5/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,116,1202,6,Boston Logan International Airport,23,El Paso,2850,4,17,8,11400,14501,1528
Domestic,4/5/23,83,2361203,BOS,El Paso International Airport,4128,ELP,958,146,12:10 PM,275,0,false,2064,2,6:45 PM,4/5/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,136,1203,4,Boston Logan International Airport,49,El Paso,2568,5,4,16,12840,3832,2336
Domestic,4/5/23,56,2371204,ELP,Logan International Airport,4128,BOS,1075,156,5:30 AM,275,0,true,2064,2,12:05 PM,4/5/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,109,1204,4,El Paso International Airport,49,Boston,2159,7,0,35,15113,0,5460
Domestic,4/5/23,84,2381205,ELP,Logan International Airport,4128,BOS,749,385,8:25 AM,275,0,true,2064,2,3:00 PM,4/5/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,139,1205,12,El Paso International Airport,43,Boston,2745,0,0,18,0,0,6930
Domestic,4/5/23,71,2301206,ELP,Logan International Airport,4128,BOS,689,212,12:10 PM,275,0,true,2064,2,6:45 PM,4/5/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,112,1206,10,El Paso International Airport,31,Boston,2892,0,13,22,0,8957,4664
Domestic,4/5/23,71,2311207,LAS,El Paso International Airport,1164,ELP,620,355,5:30 AM,97,0,false,582,-1,6:07 AM,4/5/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,132,1207,8,Harry Reid International Airport,53,El Paso,1486,1,7,27,1486,4340,9585
Domestic,4/5/23,92,2321208,LAS,El Paso International Airport,1164,ELP,648,539,8:25 AM,97,0,false,582,-1,9:02 AM,4/5/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,165,1208,11,Harry Reid International Airport,62,El Paso,1588,2,2,9,3176,1296,4851
Domestic,4/5/23,71,2331209,LAS,El Paso International Airport,1164,ELP,630,396,12:10 PM,97,0,false,582,-1,12:47 PM,4/5/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,108,1209,11,Harry Reid International Airport,26,El Paso,2187,0,16,29,0,10080,11484
Domestic,4/5/23,77,2341210,ELP,Harry Reid International Airport,1164,LAS,964,176,5:30 AM,97,0,true,582,1,8:07 AM,4/5/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,151,1210,11,El Paso International Airport,63,Las Vegas,2189,0,0,8,0,0,1408
Domestic,4/5/23,68,2351211,ELP,Harry Reid International Airport,1164,LAS,634,153,8:25 AM,97,0,true,582,1,11:02 AM,4/5/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,118,1211,12,El Paso International Airport,38,Las Vegas,1720,0,14,31,0,8876,4743
Domestic,4/5/23,80,2361212,ELP,Harry Reid International Airport,1164,LAS,738,284,12:10 PM,97,0,true,582,1,2:47 PM,4/5/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,136,1212,14,El Paso International Airport,42,Las Vegas,2275,1,15,12,2275,11070,3408
International,4/5/23,82,2371213,LHR,El Paso International Airport,15444,ELP,3571,775,5:30 AM,645,13,false,5148,7,11:15 PM,4/5/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,136,1213,13,Heathrow Airport,41,El Paso,7342,0,8,3,0,28672,2364
International,4/6/23,94,2381214,LHR,El Paso International Airport,15444,ELP,3541,1202,8:25 AM,645,13,false,5148,7,2:10 AM,4/5/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,169,1214,12,Heathrow Airport,63,El Paso,8030,0,0,9,0,0,10935
International,4/6/23,82,2301215,LHR,El Paso International Airport,15444,ELP,5546,825,12:10 PM,645,13,false,5148,7,5:55 AM,4/5/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,143,1215,9,Heathrow Airport,52,El Paso,10385,0,3,6,0,16677,5028
International,4/5/23,87,2311216,ELP,Heathrow Airport,15444,LHR,2982,1272,5:30 AM,645,13,false,5148,-7,9:15 AM,4/5/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,154,1216,10,El Paso International Airport,57,London,9918,0,0,9,0,0,11565
International,4/5/23,94,2321217,ELP,Heathrow Airport,15444,LHR,3001,1121,8:25 AM,645,13,false,5148,-7,12:10 PM,4/5/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,149,1217,13,El Paso International Airport,42,London,12060,0,0,1,0,0,1134
International,4/5/23,69,2331218,ELP,Heathrow Airport,15444,LHR,3305,1193,12:10 PM,645,13,false,5148,-7,3:55 PM,4/5/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,120,1218,11,El Paso International Airport,40,London,8029,0,0,19,0,0,22914
International,4/5/23,91,2341219,MEX,Abraham Gonzalez International Airport,2871,CJS,5072,931,5:30 AM,142,3,false,957,1,8:52 AM,4/5/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,145,1219,12,Aeropuerto Internacional Benito Juarez,42,Juarez,6589,0,0,0,0,0,0
International,4/5/23,100,2351220,MEX,Abraham Gonzalez International Airport,2871,CJS,3315,1077,8:25 AM,142,3,false,957,1,11:47 AM,4/5/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,161,1220,14,Aeropuerto Internacional Benito Juarez,47,Juarez,8449,0,5,1,0,16590,1080
International,4/5/23,83,2361221,MEX,Abraham Gonzalez International Airport,2871,CJS,4052,1084,12:10 PM,142,3,false,957,1,3:32 PM,4/5/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,153,1221,9,Aeropuerto Internacional Benito Juarez,61,Juarez,4568,0,0,7,0,0,7609
International,4/5/23,87,2371222,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4471,706,5:30 AM,142,3,false,957,-1,6:52 AM,4/5/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,135,1222,15,Abraham Gonzalez International Airport,33,Ciudad de Mexico,7480,0,21,3,0,93954,2127
International,4/5/23,90,2381223,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3772,696,8:25 AM,142,3,false,957,-1,9:47 AM,4/5/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,159,1223,13,Abraham Gonzalez International Airport,56,Ciudad de Mexico,7682,0,1,14,0,3775,9786
International,4/5/23,100,2301224,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,5164,1295,12:10 PM,142,3,false,957,-1,1:32 PM,4/5/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,175,1224,14,Abraham Gonzalez International Airport,61,Ciudad de Mexico,8706,0,0,2,0,0,2596
Domestic,4/5/23,81,2311225,LAX,Orlando International Airport,3854,ORL,897,279,5:30 AM,281,0,true,1927,-3,7:11 AM,4/5/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,150,1225,13,Los Angeles International Airport,56,Orlando,2221,0,5,14,0,4485,3906
Domestic,4/5/23,75,2321226,LAX,Orlando International Airport,3854,ORL,1160,389,8:25 AM,281,0,true,1927,-3,10:06 AM,4/5/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,115,1226,10,Los Angeles International Airport,30,Orlando,1832,0,13,14,0,15080,5446
Domestic,4/5/23,84,2331227,LAX,Orlando International Airport,3854,ORL,979,375,12:10 PM,281,0,true,1927,-3,1:51 PM,4/5/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,143,1227,6,Los Angeles International Airport,53,Orlando,2329,6,1,11,13974,979,4125
Domestic,4/5/23,87,2341228,ORL,Los Angeles International Airport,3854,LAX,1020,344,5:30 AM,281,0,true,1927,3,1:11 PM,4/5/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,125,1228,9,Orlando International Airport,29,Los Angeles,2541,0,19,17,0,19380,5848
Domestic,4/5/23,102,2351229,ORL,Los Angeles International Airport,3854,LAX,647,528,8:25 AM,281,0,true,1927,3,4:06 PM,4/5/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,152,1229,8,Orlando International Airport,42,Los Angeles,3439,0,7,0,0,4529,0
Domestic,4/5/23,65,2361230,ORL,Los Angeles International Airport,3854,LAX,783,163,12:10 PM,281,0,true,1927,3,7:51 PM,4/5/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,129,1230,12,Orlando International Airport,52,Los Angeles,2626,0,2,21,0,1566,3423
Domestic,4/5/23,84,2371231,LAX,Logan International Airport,4538,BOS,919,276,5:30 AM,326,0,true,2269,-3,7:56 AM,4/5/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,140,1231,14,Los Angeles International Airport,42,Boston,2944,1,11,17,2944,10109,4692
Domestic,4/5/23,90,2381232,LAX,Logan International Airport,4538,BOS,734,398,8:25 AM,326,0,true,2269,-3,10:51 AM,4/5/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,147,1232,12,Los Angeles International Airport,45,Boston,3457,0,9,11,0,6606,4378
Domestic,4/5/23,76,2301233,LAX,Logan International Airport,4538,BOS,720,309,12:10 PM,326,0,true,2269,-3,2:36 PM,4/5/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,105,1233,7,Los Angeles International Airport,22,Boston,2081,1,28,13,2081,20160,4017
Domestic,4/5/23,93,2311234,BOS,Los Angeles International Airport,4538,LAX,916,191,5:30 AM,326,0,true,2269,3,1:56 PM,4/5/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,162,1234,14,Boston Logan International Airport,55,Los Angeles,2544,0,9,6,0,8244,1146
Domestic,4/5/23,83,2321235,BOS,Los Angeles International Airport,4538,LAX,813,323,8:25 AM,326,0,true,2269,3,4:51 PM,4/5/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,118,1235,7,Boston Logan International Airport,28,Los Angeles,3175,1,13,11,3175,10569,3553
Domestic,4/5/23,69,2331236,BOS,Los Angeles International Airport,4538,LAX,1063,254,12:10 PM,326,0,true,2269,3,8:36 PM,4/5/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,128,1236,13,Boston Logan International Airport,46,Los Angeles,2617,0,11,16,0,11693,4064
International,4/5/23,91,2341237,CUN,El Paso International Airport,3687,ELP,3831,902,5:30 AM,190,4,false,1229,2,10:40 AM,4/5/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,149,1237,12,Cancun International Airport,46,El Paso,5401,0,6,6,0,23010,5436
International,4/5/23,77,2351238,CUN,El Paso International Airport,3687,ELP,5378,885,8:25 AM,190,4,false,1229,2,1:35 PM,4/5/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,123,1238,10,Cancun International Airport,36,El Paso,9143,0,5,14,0,26910,12446
International,4/5/23,97,2361239,CUN,El Paso International Airport,3687,ELP,3747,807,12:10 PM,190,4,false,1229,2,5:20 PM,4/5/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,151,1239,12,Cancun International Airport,42,El Paso,9704,0,14,0,0,52514,0
International,4/5/23,77,2371240,ELP,Cancun International Airport,3687,CUN,5132,863,5:30 AM,190,4,true,1229,-2,6:40 AM,4/5/23,Quintana Roo,Mexico,4.0,El Paso,true,Texas,United States,3.5,false,71648,137,1240,9,El Paso International Airport,51,Cancun,5353,0,4,20,0,20544,17340
International,4/5/23,79,2381241,ELP,Cancun International Airport,3687,CUN,4377,843,8:25 AM,190,4,true,1229,-2,9:35 AM,4/5/23,Quintana Roo,Mexico,4.0,El Paso,true,Texas,United States,3.5,false,71648,146,1241,13,El Paso International Airport,54,Cancun,11326,0,0,10,0,0,8470
International,4/5/23,88,2301242,ELP,Cancun International Airport,3687,CUN,5212,1198,12:10 PM,190,4,true,1229,-2,1:20 PM,4/5/23,Quintana Roo,Mexico,4.0,El Paso,true,Texas,United States,3.5,false,71648,155,1242,11,El Paso International Airport,56,Cancun,6380,0,7,0,0,36512,0
